Dataset,Horizon_min,Horizon_steps,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,RareRMSE_kW,RMSE_persist_kW,SkillScore
Ausgrid,30,1,LSTM,42,ID_267,2000,388,0.88534160760776,0.509745851747441,0.166551274727603,0.959886669281475,0.955664249124224,0.0735850918153615
Ausgrid,30,1,LSTM,42,ID_268,2000,523,0.533623301115549,0.22511073762515,0.0933560708739589,0.489632171172815,0.564311055034867,0.0543809192563512
Ausgrid,30,1,LSTM,42,ID_269,2000,465,0.34794599258024,0.211746239226135,0.112644345567577,0.326663600804187,0.344124183743898,-0.011105900186273
Ausgrid,30,1,LSTM,42,ID_27,2000,218,0.446495170684067,0.22580468127475,0.135132855551271,0.56400192252819,0.488964652740759,0.0868559349201232
Ausgrid,30,1,LSTM,42,ID_270,2000,213,0.438795379088579,0.221973058271684,0.151100337151714,0.599322071402958,0.480980758986127,0.0877070009754061
Ausgrid,30,1,LSTM,42,ID_271,2000,233,0.479026470255328,0.234490305719085,0.121518637812107,0.64198623669024,0.525623778668732,0.0886514467275866
Ausgrid,30,1,LSTM,42,ID_272,2000,282,0.420766816385753,0.216891847255435,0.166772420287655,0.53605113552836,0.467865817907707,0.100667754982786
Ausgrid,30,1,LSTM,42,ID_273,2000,402,0.603227458074838,0.303913028370874,0.0941798293965768,0.778520082602601,0.669017269132651,0.0983379863170142
Ausgrid,30,1,LSTM,42,ID_274,2000,263,0.371453458218471,0.218442806149178,0.0991216582525376,0.444171630625846,0.387944907897859,0.0425097722476869
Ausgrid,30,1,LSTM,42,ID_275,2000,362,0.471685085344283,0.268472744470186,0.0894020252737458,0.582994381370942,0.498677338314186,0.0541276911863536
Ausgrid,30,1,LSTM,42,ID_276,2000,308,0.586360902878716,0.340280577080055,0.114722136916366,0.652458585158492,0.607644160211559,0.0350258567866963
Ausgrid,30,1,LSTM,42,ID_277,2000,262,0.295337601491646,0.148425518305898,0.0639388969815601,0.416483226784193,0.307821564557365,0.0405558430698969
Ausgrid,30,1,LSTM,42,ID_278,2000,457,0.127287513694498,0.0925769439002239,0.0633592737082988,0.149032649344969,0.139074087776176,0.0847503245942374
Ausgrid,30,1,LSTM,42,ID_279,2000,341,0.524277562484512,0.311166551047077,0.110653770047385,0.676721388418486,0.571604549542339,0.0827967291298148
Ausgrid,30,1,LSTM,42,ID_28,2000,149,0.336091042330071,0.144340547583323,0.0751995924055718,0.765085126153886,0.385748566296881,0.128730287823265
Ausgrid,30,1,LSTM,42,ID_280,2000,244,0.425549277704478,0.223338939625042,0.117067376152513,0.563305487823055,0.455816929290917,0.0664030878219573
Ausgrid,30,1,LSTM,42,ID_281,2000,396,0.407609854662406,0.258129911001027,0.126116910477229,0.428608492478264,0.431655744648401,0.0557061739224199
Ausgrid,30,1,LSTM,42,ID_282,2000,397,0.282019026421587,0.152554015336979,0.0876412502708582,0.350249601876157,0.311413334988308,0.0943900124502511
Ausgrid,30,1,LSTM,42,ID_283,2000,527,0.215336579237368,0.113763203690345,0.0723470250491753,0.217567286880667,0.221512044805425,0.0278786897276048
Ausgrid,30,1,LSTM,42,ID_284,2000,632,0.311438197404405,0.155062555778626,0.0992479867317203,0.359956318097145,0.351651975460325,0.114356752875564
Ausgrid,30,1,LSTM,42,ID_285,2000,213,0.429771706211266,0.218253607227357,0.141465341083366,0.681806477780635,0.458961752156124,0.0636001710550574
Ausgrid,30,1,LSTM,42,ID_286,2000,249,0.413427392655793,0.231835716719102,0.0994293873631054,0.564889738103213,0.454244835575805,0.0898578029363222
Ausgrid,30,1,LSTM,42,ID_287,2000,349,0.461213247114681,0.285002363613597,0.118617484289724,0.561751017853805,0.512169577175782,0.0994911301488968
Ausgrid,30,1,LSTM,42,ID_288,2000,470,0.479107191765157,0.28220084395278,0.128329304435386,0.559705540400203,0.553512134066104,0.13442332646688
Ausgrid,30,1,LSTM,42,ID_289,2000,227,0.670232088580347,0.32753631132799,0.181831820016372,0.756926067196364,0.745612982464642,0.101099223936688
Ausgrid,30,1,LSTM,42,ID_29,2000,448,0.321015509809521,0.186955801569728,0.100155220552207,0.343900463545032,0.35598517167849,0.0982334789510604
Ausgrid,30,1,LSTM,42,ID_290,2000,348,0.497521162986207,0.25213402746253,0.142067722154828,0.55626953800032,0.564391219193652,0.118481744459069
Ausgrid,30,1,LSTM,42,ID_291,2000,297,0.236230117762285,0.156547221291146,0.138711659666761,0.240121799765173,0.260740511212006,0.0940030121740164
Ausgrid,30,1,LSTM,42,ID_292,2000,637,0.492055683607652,0.257819904486639,0.120406517759823,0.508250263096006,0.563212692467909,0.126341273575456
Ausgrid,30,1,LSTM,42,ID_293,2000,364,0.86823337790985,0.447264341951462,0.1058054748036,1.02750238623935,0.938913206515822,0.0752783410814454
Ausgrid,30,1,LSTM,42,ID_294,2000,200,0.616881025226675,0.355542526287992,0.146420787033369,0.808387139554398,0.632240004579196,0.0242929571701856
Ausgrid,30,1,LSTM,42,ID_295,2000,387,0.335672497053274,0.170047519708201,0.120745502537149,0.351313919458871,0.357761682934307,0.0617427380703864
Ausgrid,30,1,LSTM,42,ID_296,2000,375,0.25578976314649,0.129978464344727,0.080084459344549,0.347216624543326,0.298075770139095,0.141863281852371
Ausgrid,30,1,LSTM,42,ID_297,2000,267,0.276753649231275,0.148787870719964,0.0693359244871659,0.358993063420179,0.29248227070175,0.0537763243998955
Ausgrid,30,1,LSTM,42,ID_298,2000,135,0.136201500931248,0.0728867913785095,0.0816076291694615,0.271571490414725,0.137038534561789,0.00610801650220727
Ausgrid,30,1,LSTM,42,ID_299,2000,362,0.663877272664608,0.402886986071809,0.101272280994758,0.78491198180121,0.673349734368786,0.0140676697720202
Ausgrid,30,1,LSTM,42,ID_3,2000,153,0.210363109356102,0.0863195345424116,0.0895162167472774,0.444861012082906,0.229657445522848,0.084013545142504
Ausgrid,30,1,LSTM,42,ID_30,2000,668,0.270978404952096,0.145460387478545,0.110153823151259,0.253397002090047,0.303799506763586,0.108035401904159
Ausgrid,30,1,LSTM,42,ID_300,2000,291,0.559221085286765,0.336475605232616,0.107767377178683,0.752690710802116,0.594493986485548,0.0593326459150659
Ausgrid,30,1,LSTM,42,ID_31,2000,100,0.264061300866168,0.119508711713626,0.0554061547122421,0.468333228436434,0.272289062360499,0.0302170106393662
Ausgrid,30,1,LSTM,42,ID_32,2000,281,0.40629191964872,0.21746560594587,0.13435579353463,0.555708864513804,0.454274930539738,0.105625487266065
Ausgrid,30,1,LSTM,42,ID_33,2000,244,0.563644619409843,0.296978350729656,0.0872785102833451,0.765057169488423,0.558669533859571,-0.00890523869433535
Ausgrid,30,1,LSTM,42,ID_34,2000,279,0.426243112591906,0.228964796244454,0.101197320178515,0.609134511465531,0.464952361475563,0.0832542257895199
Ausgrid,30,1,LSTM,42,ID_35,2000,192,0.527099292246856,0.277187290863658,0.101229561961535,0.835759042043578,0.55018767784663,0.0419645632380203
Ausgrid,30,1,LSTM,42,ID_36,2000,430,0.263843684362477,0.163445281592849,0.120532706722984,0.273869532294146,0.28115756497952,0.0615807033977702
Ausgrid,30,1,LSTM,42,ID_37,2000,434,0.467462146553449,0.25410846104956,0.100281055654269,0.598637755414978,0.50996836522972,0.0833506969733775
Ausgrid,30,1,LSTM,42,ID_38,2000,578,0.442113352554169,0.252692101764897,0.104617452095166,0.424728906705452,0.470373246829359,0.0600797227854277
Ausgrid,30,1,LSTM,42,ID_39,2000,460,0.387680448670092,0.20856962715946,0.104383534913864,0.396049580183784,0.426709558820171,0.0914652820480333
Ausgrid,30,1,LSTM,42,ID_4,2000,132,0.34538100138498,0.132631002610704,0.0874537263274449,0.650728593366015,0.361255167602474,0.0439417000533053
Ausgrid,30,1,LSTM,42,ID_40,2000,434,0.196149950045245,0.117965624040216,0.0707611652399874,0.236437987269917,0.205091861697273,0.043599544019094
Ausgrid,30,1,LSTM,42,ID_41,2000,340,0.268779653723121,0.139167399356021,0.0958571640548089,0.325417648920873,0.308741407437525,0.129434383441067
Ausgrid,30,1,LSTM,42,ID_42,2000,221,0.367423015599976,0.208828172209682,0.092031073094239,0.53459208154718,0.417562580957495,0.120076768475148
Ausgrid,30,1,LSTM,42,ID_43,2000,488,0.336914283010803,0.180065983431257,0.0924065504692273,0.406563079606829,0.37065511376567,0.0910302583231002
Ausgrid,30,1,LSTM,42,ID_44,2000,473,0.433535285019251,0.216090627939389,0.11053933835269,0.485087645325287,0.466605815351823,0.0708746638908393
Ausgrid,30,1,LSTM,42,ID_45,2000,375,0.268967607152038,0.152559231465181,0.0758719576058914,0.347159728666953,0.290593066869442,0.0744183608727333
Ausgrid,30,1,LSTM,42,ID_46,2000,349,0.481121053994253,0.32018481133473,0.134575175027972,0.553034028105767,0.47927772317616,-0.00384605987083542
Ausgrid,30,1,LSTM,42,ID_47,2000,325,0.382676083722086,0.211570880975995,0.0972975384808444,0.492515752366282,0.40771875317183,0.06142143145226
Ausgrid,30,1,LSTM,42,ID_48,2000,353,0.463940491010478,0.22942050312148,0.108195077194608,0.657994257218944,0.527903350186961,0.121163957671097
Ausgrid,30,1,LSTM,42,ID_49,2000,303,0.5729940646885,0.221732619804166,0.0897675051876918,0.770102980061046,0.619686118334515,0.0753479096344868
Ausgrid,30,1,LSTM,42,ID_5,2000,253,0.428263696647069,0.207674014910033,0.154149835199774,0.487156281260028,0.461709778895686,0.0724396228483899
Ausgrid,30,1,LSTM,42,ID_50,2000,571,0.449617042348684,0.249226383884413,0.174131136514523,0.500629634593327,0.531199600347413,0.153581738287025
Ausgrid,30,1,LSTM,42,ID_51,2000,277,0.359132931884014,0.195615318868159,0.100430919003785,0.453466107848802,0.39337999764586,0.087058482807448
Ausgrid,30,1,LSTM,42,ID_52,2000,276,0.619347398067104,0.314829419402285,0.142150291386279,0.849223073696036,0.647268659622539,0.0431370515787324
Ausgrid,30,1,LSTM,42,ID_53,2000,334,0.400969833740853,0.200384196792132,0.114432683331769,0.518758947078212,0.427091585462138,0.061161944206933
Ausgrid,30,1,LSTM,42,ID_54,2000,205,0.359745233720779,0.197308081620504,0.0804586784072167,0.474203210479187,0.37626946687922,0.0439159554866153
Ausgrid,30,1,LSTM,42,ID_55,2000,328,0.405576153343457,0.27000840888032,0.0824177609629499,0.497757609518561,0.435414855408118,0.0685293615825143
Ausgrid,30,1,LSTM,42,ID_56,2000,278,0.530578428334898,0.31841972173523,0.0891434801871817,0.778666260103832,0.581101303953422,0.0869433182730802
Ausgrid,30,1,LSTM,42,ID_57,2000,404,0.732126606488455,0.384366293099679,0.126753221344954,0.856995651235463,0.808478395400432,0.0944388735015742
Ausgrid,30,1,LSTM,42,ID_58,2000,343,0.991401384988785,0.586535067666042,0.184139812515098,1.08569915726333,1.00424561990428,0.0127899337183299
Ausgrid,30,1,LSTM,42,ID_59,2000,336,0.370438129525079,0.203262513643704,0.0932372521815823,0.476476913640825,0.415818515388475,0.109135077405102
Ausgrid,30,1,LSTM,42,ID_6,2000,250,0.403217999223907,0.246267975742869,0.109451139854481,0.454395405147869,0.446583212481837,0.0971044411117316
Ausgrid,30,1,LSTM,42,ID_60,2000,377,0.348748028307338,0.184657761593266,0.0657623055512821,0.418929356891351,0.369582400091289,0.0563727379301733
Ausgrid,30,1,LSTM,42,ID_61,2000,199,0.405272329674988,0.216343504371978,0.083389368245882,0.604007575338526,0.44118486276026,0.0814001932445888
Ausgrid,30,1,LSTM,42,ID_62,2000,160,0.615981585918056,0.328435607887138,0.0699025857828025,1.12993769706661,0.614238776487518,-0.00283734843394901
Ausgrid,30,1,LSTM,42,ID_63,2000,224,0.295381890868763,0.186161228048334,0.112763129795788,0.365906942353255,0.320864411087842,0.0794183441307328
Ausgrid,30,1,LSTM,42,ID_64,2000,386,0.327712670705183,0.177213097961887,0.117496798526124,0.346924722093787,0.354016177050607,0.0743002948751214
Ausgrid,30,1,LSTM,42,ID_65,2000,220,0.442610797779678,0.227951636161732,0.0995216954206019,0.612117357733466,0.475918975591064,0.069987076623745
Ausgrid,30,1,LSTM,42,ID_66,2000,268,0.231917019518765,0.123492395703301,0.111713400538904,0.294171896106434,0.256284437857441,0.0950795863470673
Ausgrid,30,1,LSTM,42,ID_67,2000,289,0.344492936302336,0.221880696064884,0.12858100258001,0.405695806229414,0.37563842972277,0.0829134906229362
Ausgrid,30,1,LSTM,42,ID_68,2000,252,0.388197556345631,0.248085651358416,0.146429966785472,0.497467039488615,0.376081277504477,-0.0322171816729424
Ausgrid,30,1,LSTM,42,ID_69,2000,158,0.349379369005727,0.19036181614921,0.0949477862341297,0.560208092006856,0.385035912370418,0.0926057601878636
Ausgrid,30,1,LSTM,42,ID_7,2000,427,0.263171437595238,0.153301338372856,0.0995353394838268,0.295791605301938,0.284384148288618,0.0745917478911334
Ausgrid,30,1,LSTM,42,ID_70,2000,197,0.503328059627364,0.246064802237944,0.0769090283426535,0.7330162329273,0.552589840105407,0.0891470977255862
Ausgrid,30,1,LSTM,42,ID_71,2000,562,0.473714656501806,0.291234260106787,0.146933826458376,0.489112070270447,0.550315702462335,0.139194730620596
Ausgrid,30,1,LSTM,42,ID_72,2000,512,0.373611456738934,0.219399161668111,0.159378314267221,0.372482552423648,0.430480607095312,0.132106184155671
Ausgrid,30,1,LSTM,42,ID_73,2000,200,0.243165351573586,0.118349901394879,0.0980082591678534,0.324076871254965,0.269213885354008,0.0967577647273629
Ausgrid,30,1,LSTM,42,ID_74,2000,305,0.670972244940049,0.29981507881124,0.120454883191638,0.809242396330123,0.71677796499565,0.0639050337657624
Ausgrid,30,1,LSTM,42,ID_75,2000,396,0.840718221187136,0.49532373226808,0.146412768335531,0.956721168103885,0.929085794109521,0.0951123927226559
Ausgrid,30,1,LSTM,42,ID_76,2000,280,0.418233737692328,0.207699595729262,0.132772615140422,0.549729401091236,0.456752661227422,0.0843321272208523
Ausgrid,30,1,LSTM,42,ID_77,2000,357,0.382653327916923,0.204739153538832,0.1187202978195,0.45617218673635,0.405330564102419,0.0559475109796213
Ausgrid,30,1,LSTM,42,ID_78,2000,151,0.579485193342622,0.25382777360715,0.107312072841226,1.149632736135,0.665675020796181,0.129477334676719
Ausgrid,30,1,LSTM,42,ID_79,2000,274,0.491225555573285,0.256813742693305,0.113762287071164,0.704309921129015,0.539963614970123,0.0902617473578006
Ausgrid,30,1,LSTM,42,ID_8,2000,350,0.514884823581648,0.317740249131128,0.0678551428020095,0.587020324274195,0.546224066233175,0.0573743351655043
Ausgrid,30,1,LSTM,42,ID_80,2000,658,0.84590862075511,0.571790237596802,0.198157967409359,0.824375463968378,0.974894329591547,0.132307374164827
Ausgrid,30,1,LSTM,42,ID_81,2000,387,0.359735914518692,0.193739399193205,0.149391991079191,0.384738011107327,0.362394249765417,0.00733547855255978
Ausgrid,30,1,LSTM,42,ID_82,2000,321,0.917885986501879,0.48493376214961,0.13260415869718,1.18768591615856,0.971329457479454,0.0550209515072849
Ausgrid,30,1,LSTM,42,ID_83,2000,707,0.391747923154602,0.202520598877082,0.119508213286944,0.344126258991873,0.425721952938335,0.0798033306698033
Ausgrid,30,1,LSTM,42,ID_84,2000,115,0.408204943448433,0.220501074314677,0.088089111663451,0.709260792265496,0.434689725079336,0.0609280139438995
Ausgrid,30,1,LSTM,42,ID_85,2000,451,0.891220331433755,0.496991461674877,0.10664472052873,1.04860021994846,0.968062365549515,0.079377152599193
Ausgrid,30,1,LSTM,42,ID_86,2000,241,0.547921417998414,0.240572994530201,0.0944692099997265,0.893978768297943,0.623147927810665,0.120720147584456
Ausgrid,30,1,LSTM,42,ID_87,2000,113,0.156750177569593,0.0729932817397878,0.0774472704843938,0.30984855460959,0.166386803114881,0.0579170064264899
Ausgrid,30,1,LSTM,42,ID_88,2000,445,0.187593871864397,0.107888684186109,0.0936573864264232,0.19398424267939,0.209471820523104,0.104443397704148
Ausgrid,30,1,LSTM,42,ID_89,2000,350,0.506322279840728,0.310496175313058,0.111692762424689,0.605625966884288,0.534682244288515,0.0530407821668447
Ausgrid,30,1,LSTM,42,ID_9,2000,364,0.183812405966703,0.125702711106954,0.061376164404462,0.263250731610731,0.188276324504601,0.0237093992016444
Ausgrid,30,1,LSTM,42,ID_90,2000,244,0.182608884783645,0.116522411963549,0.107733855329584,0.208478590592167,0.193380882614541,0.0557035301796964
Ausgrid,30,1,LSTM,42,ID_91,2000,397,0.53969038926719,0.351190203132884,0.109433375496218,0.654308593746944,0.570099402009119,0.0533398432532345
Ausgrid,30,1,LSTM,42,ID_92,2000,423,0.256685001907634,0.161880163914129,0.0819556200215946,0.270887482663514,0.260769989491941,0.0156650985501259
Ausgrid,30,1,LSTM,42,ID_93,2000,214,0.386877475955969,0.185432132932696,0.0844264550076101,0.654687423706588,0.435674537190996,0.112003472935657
Ausgrid,30,1,LSTM,42,ID_94,2000,199,0.430279379008889,0.244935419526863,0.117137966718725,0.59519682611795,0.445216753767127,0.0335507921295589
Ausgrid,30,1,LSTM,42,ID_95,2000,287,0.656860165576239,0.325516284868062,0.157294100952164,0.876774842253713,0.70713256510437,0.0710933168814118
Ausgrid,30,1,LSTM,42,ID_96,2000,239,0.658748408549224,0.335510254918592,0.0967752866610974,0.886533108598447,0.707704680249429,0.06917613104233
Ausgrid,30,1,LSTM,42,ID_97,2000,246,0.287941110430866,0.144051610167271,0.0972117185789552,0.382577182816395,0.316720881163908,0.0908679296018648
Ausgrid,30,1,LSTM,42,ID_98,2000,229,0.392140157107437,0.250794926120951,0.141617457902802,0.454670553046347,0.406459337555757,0.0352290601427162
Ausgrid,30,1,LSTM,42,ID_99,2000,469,0.308397471736034,0.179128823214504,0.142074129644183,0.334744120717359,0.359118999763507,0.141238776174124
Ausgrid,30,1,LSTM,7,ID_1,2000,605,0.567034803014539,0.359277941270077,0.172141713119168,0.591394198579784,0.622641914264174,0.0893083327282115
Ausgrid,30,1,LSTM,7,ID_10,2000,528,0.24979652429619,0.129249372939671,0.0773122102055364,0.279174677777118,0.269405905847678,0.0727874969547829
Ausgrid,30,1,LSTM,7,ID_100,2000,258,0.409365188982035,0.205405516359756,0.0691628436864593,0.582181785453812,0.452826909846555,0.0959786618671747
Ausgrid,30,1,LSTM,7,ID_101,2000,207,0.284045818806749,0.145261027428798,0.0889023949092026,0.472811928564535,0.308690256348258,0.0798354889235834
Ausgrid,30,1,LSTM,7,ID_102,2000,259,0.366275019694039,0.23189424907001,0.105276551503387,0.550056538558118,0.410027482511531,0.106706171375382
Ausgrid,30,1,LSTM,7,ID_103,2000,271,0.341527996054354,0.199363366754379,0.0761659224028444,0.530593069123685,0.355467322575179,0.0392140870216739
Ausgrid,30,1,LSTM,7,ID_104,2000,266,0.929294282189805,0.481635341210715,0.115843216428547,1.31318203341888,0.97738430601408,0.049202778813171
Ausgrid,30,1,LSTM,7,ID_105,2000,200,0.261587528595291,0.160559329824246,0.0705260666619819,0.442925456392285,0.289560256173685,0.0966041678096031
Ausgrid,30,1,LSTM,7,ID_106,2000,257,0.515157120378672,0.233563256695725,0.0928120724071299,0.661005485073063,0.545649918234657,0.0558834462115166
Ausgrid,30,1,LSTM,7,ID_107,2000,250,0.252051885540439,0.172802752407417,0.0856736524610602,0.340407623781141,0.255116824235106,0.0120138634676715
Ausgrid,30,1,LSTM,7,ID_108,2000,474,0.412206438633603,0.207851496563664,0.115561746528885,0.421125805708416,0.461042737590524,0.105925752593234
Ausgrid,30,1,LSTM,7,ID_109,2000,155,0.466788269549716,0.294106370649166,0.127468123853008,0.679647760535025,0.482310544479784,0.0321831548319346
Ausgrid,30,1,LSTM,7,ID_11,2000,239,0.400367514636609,0.23596872744363,0.12077487854763,0.517370574736581,0.437050421988077,0.0839328953959207
Ausgrid,30,1,LSTM,7,ID_110,2000,687,0.380256015179321,0.257893023228064,0.0909348783080585,0.386932896143371,0.406329582860601,0.0641685193032693
Ausgrid,30,1,LSTM,7,ID_111,2000,260,0.429966446952688,0.202178832590176,0.096970330841833,0.588990895779849,0.433877304123053,0.00901373990573084
Ausgrid,30,1,LSTM,7,ID_112,2000,532,0.680172355215438,0.383187348150534,0.180679702914431,0.711350556309521,0.77515540314537,0.122534200941537
